text,label
брокерский счёт открыть,Вклады_и_инвестиции
"Блин, это уже четвёртый раз когда у меня пропадает донат после оплаты! Карта *3456 уже несколько раз страдала. Сколько можно терпеть эти баги? Требую немедленно разобраться и вернуть все средства за все случаи!",Гейминг_и_донат
"Система постоянно выкидывает меня из игры с кодом ошибки 4028. Это происходит случайно, иногда в начале матча, иногда в середине. Нашёл на форуме упоминания этой ошибки, но решения так и не нашёл. Прошу помочь.",Гейминг_и_донат
"Заказал онлайн-курс по программированию. Половина видеоуроков не воспроизводится, а те что воспроизводятся — низкого разрешения.",Качество_товара_или_услуги
"Дайте пожалуйста контакт менеджера по ипотеке, хочу всё обсудить голосом.",Кредиты_и_ипотеки
Добрый день. Я представляю производителя экипировки для зимних видов спорта. Перед лыжным сезоном хотим запустить рекламную кампанию. Аудитория — любители горных лыж и сноуборда. Есть ли у вас тематические разделы или форматы для такой аудитории?,Сотрудничество_и_реклама
Не пришёл донат,Гейминг_и_донат
Подписка на антивирус не защитила от вредоносного ПО — троян проник несмотря на активную защиту. Деньги за подписку выброшены.,Качество_товара_или_услуги
"Здравствуйте. Объясню ситуацию подробно, так как она нестандартная. Я купил игровую валюту в стороннем авторизованном магазине-партнёре. Мне выдали код активации. При вводе кода система написала 'успешно активировано', но валюта не поступила. Когда я обратился к партнёру, они сказали что проблема на вашей стороне и направили ко мне к вам. Когда я написал сюда в первый раз, меня перенаправили к партнёру. Прошу прекратить это 'пинание' и решить вопрос: у меня есть чек из магазина и скриншот с подтверждением активации кода.",Гейминг_и_донат
"Купленный у вас пылесос уже на второй неделе начал терять всасывающую мощность. Фильтры чистые, проблема в технике.",Качество_товара_или_услуги
"Здравствуйте! Мы небольшая ферма, выращиваем органические овощи. Хотим найти новых покупателей и готовы рассказать историю нашего производства. Интересует публикация о нас или реклама в разделе, связанном с едой и здоровьем.",Сотрудничество_и_реклама
"Хочу рассказать о проблеме, с которой столкнулся впервые за годы игры. Зашёл сегодня в клановые войны и обнаружил, что мой клан исчез. Совсем. Нет в списке, нет в поиске. Я был основателем клана, у нас было 45 активных участников, мы занимали 3-е место в региональном рейтинге. Несколько участников клана написали мне и спрашивают что происходит. По всей видимости, это баг после вчерашнего обновления. Прошу срочно восстановить клан со всеми данными и рейтингом.",Гейминг_и_донат
"Заказал корпоративную полиграфию. Логотип на визитках распечатан не по центру, а часть тиража с полосами от картриджа.",Качество_товара_или_услуги
Мы занимаемся производством товаров для спорта. Хотели бы разместить рекламу у вас. Пришлите прайс.,Сотрудничество_и_реклама
"Помогите разобраться в одной ситуации. Я несколько лет назад купила структурный продукт в вашем банке на 300 000 рублей, срок заканчивается через два месяца. Когда оформляла, менеджер говорил, что «капитал защищён» и «доходность до 25%». Сейчас я смотрю в приложение и вижу, что итоговая сумма к получению равна ровно тем же 300 000 рублей, что я вложила. То есть за три года ноль дохода? Это правильно или произошла какая-то ошибка?",Вклады_и_инвестиции
"Здравствуйте! Я фрилансер и хочу больше клиентов. Веду блог о графическом дизайне. Хочу попробовать рекламу, но опыта пока нет. Посоветуйте, с чего начать и какой минимальный бюджет нужен для старта.",Сотрудничество_и_реклама
рассчитать ежемесячный платёж,Кредиты_и_ипотеки
Добрый день! Представляю рекрутинговое агентство. Хотим разместить у вас серию публикаций о трендах рынка труда с нашим брендингом. Материалы будут действительно полезны для соискателей и работодателей. Интересует ли вас такой формат нативного контента?,Сотрудничество_и_реклама
Планшет завис намертво уже на этапе первоначальной настройки. Перезагрузки не помогают. Это брак прошивки или железа.,Качество_товара_или_услуги
Хотим взаимопиар,Сотрудничество_и_реклама
"Я нахожусь в декретном отпуске, муж — единственный кормилец. Как нам получить ипотеку в такой ситуации?",Кредиты_и_ипотеки
Хочу изменить регион аккаунта. В текущем регионе плохие серверы и высокий пинг. Как это сделать без потери прогресса?,Гейминг_и_донат
кредит под залог,Кредиты_и_ипотеки
"Привет! Я блогер-путешественник, веду влог уже 3 года. Недавно открыл для себя ваш проект и думаю, что наши аудитории очень похожи. Хотел бы предложить взаимовыгодное сотрудничество. Могу сделать обзор о вас для своей аудитории, если вы расскажете о моём канале своей. Что думаете?",Сотрудничество_и_реклама
"Получл телефон — экран весь в пикселях мёртвых, возврат",Качество_товара_или_услуги
ДЕНЬГИ СПИСАЛИ А КРИСТАЛЛОВ НЕТ!!! уже написал три раза никто не отвечает это вообще законно?!,Гейминг_и_донат
"Привет! Хочу разместить рекламу своей онлайн-школы английского языка. Уже занимаюсь репетиторством 5 лет, теперь запускаю групповые курсы. Аудитория — взрослые от 25 лет, которые хотят английский для карьеры или путешествий. Как начать с вами работу?",Сотрудничество_и_реклама
вклад в валюте открыть,Вклады_и_инвестиции
как диверсифицировать портфель в 2024 году,Вклады_и_инвестиции
"Оплатил подписку через карту *5678, деньги ушли, статус подписки до сих пор 'неактивна'. Прошло уже 4 часа.",Гейминг_и_донат
Как разместить баннер?,Сотрудничество_и_реклама
"Товар пришёл с царапиной, это недопустимо для нового изделия. Прошу заменить или вернуть средства.",Качество_товара_или_услуги
"Мой кредит уже погашен год назад, но в бюро кредитных историй он до сих пор числится открытым.",Кредиты_и_ипотеки
какие бумаги купить для пассивного дохода,Вклады_и_инвестиции
"Банк прислал уведомление о повышении ставки по кредиту, разве это законно по действующему договору?",Кредиты_и_ипотеки
Поломка на второй день,Качество_товара_или_услуги
"Здравствуйте! Компания производит уходовую косметику на натуральных компонентах. Хотим наладить сотрудничество с вашим ресурсом. Готовы предоставить продукцию для тестирования редакцией, организовать профессиональные фотосессии и подготовить качественные тексты. Просим рассказать о ваших требованиях к партнёрским материалам.",Сотрудничество_и_реклама
"Я хотел купить только один предмет, но система списала стоимость целого набора. Прошу вернуть разницу или компенсировать.",Гейминг_и_донат
облигации федерального займа купить,Вклады_и_инвестиции
"Пишу вам в отчаянии. Полгода назад потерял работу, три месяца не мог платить ипотеку. За это время накопился долг и пени. Сейчас нашёл новую работу, готов платить, но сумма долга огромная. Банк угрожает обращением в суд. Можно ли как-то урегулировать эту ситуацию: реструктурировать долг, списать часть штрафов? Очень прошу пойти навстречу.",Кредиты_и_ипотеки
"Одобрили ипотеку, но сумма оказалась на 500 тысяч меньше, чем я запрашивал. Можно ли её увеличить?",Кредиты_и_ипотеки
"Обращаюсь повторно. В прошлый раз мне пообещали решить проблему с бракованным миксером, но ничего не произошло.",Качество_товара_или_услуги
объясните разницу между ИИС типа А и типа Б простыми словами.,Вклады_и_инвестиции
Если я куплю квартиру в ипотеку и захочу её продать через год — это возможно?,Кредиты_и_ипотеки
"Приветствую! Я представитель благотворительного фонда, который помогает детям с тяжёлыми заболеваниями. Мы ищем информационных партнёров для продвижения наших акций и сбора средств. Понимаю, что у вас коммерческая платформа, но, возможно, есть возможность партнёрства на льготных условиях или pro bono? Либо мы можем предложить в обмен упоминание вашей компании как социально ответственного партнёра в наших материалах и на сайте. Надеюсь на понимание и отклик!",Сотрудничество_и_реклама
"Рассматриваем различные каналы продвижения. Вышлите, пожалуйста, медиакит и прайс-лист на рекламные форматы.",Сотрудничество_и_реклама
"Здравствуйте. Я пенсионерка, 68 лет, дочь помогла мне установить ваше приложение на телефон. Хочу положить деньги на депозит — у меня есть сбережения около 400 тысяч рублей. Подскажите, какой вклад лучше выбрать для пожилого человека, чтобы проценты приходили каждый месяц на карту? И застрахованы ли мои деньги, если с банком что-то случится?",Вклады_и_инвестиции
когда уже одобрят мой крдит прошло уже 5 дней,Кредиты_и_ипотеки
"Хочу подарить другу подписку на год. Как оформить подарок, если его аккаунт зарегистрирован в другом регионе?",Гейминг_и_донат
"Дочь посоветовала мне перевести часть пенсионных накоплений в негосударственный пенсионный фонд. Говорит, что там доходность выше. Подскажите, ваш банк предлагает НПФ? И как понять, надёжный ли это вариант? Мне 55 лет, до пенсии ещё несколько лет, не хочу рисковать накоплениями всей жизни.",Вклады_и_инвестиции
Арена заблокирована почему-то,Гейминг_и_донат
"Я пытался самостоятельно разобраться в вашем приложении, но запутался. Нажал «открыть вклад», заполнил форму, нажал «подтвердить» — пришёл код СМС, я его ввёл. Но в разделе «Мои продукты» вклад не появился. Деньги с карты не списались. Что произошло? Вклад открылся или нет?",Вклады_и_инвестиции
"Хочу увеличить сумму уже одобренного кредита, возможно ли это без повторной заявки?",Кредиты_и_ипотеки
здраствуйте хачу взять ипатеку но не знаю с чего начать помагите пожалуйста,Кредиты_и_ипотеки
"слышал, что вклады застрахованы до 1,4 млн — это правда и как это работает?",Вклады_и_инвестиции
"Вызвал электрика из вашей службы. Он поменял розетку, но теперь в комнате вырубает автомат при включении любого прибора.",Качество_товара_или_услуги
не пришло уведомление о платеже,Кредиты_и_ипотеки
"аккаунт забанили ни за что, я вообще не читерил, все мои друзья могут подтвердить, РАЗБАНЬТЕ ПЛИЗ",Гейминг_и_донат
Задание сломано,Гейминг_и_донат
Добрый день. Наша компания оказывает услуги в сфере кибербезопасности для малого и среднего бизнеса. В связи с ростом числа кибератак спрос на наши услуги растёт. Хотим рассказать об этом предпринимателям через рекламу на вашей платформе.,Сотрудничество_и_реклама
"Привет, мы стартап из сферы EdTech, запускаем платформу для изучения иностранных языков. У нас крутой продукт, но нам нужен буст в плане узнаваемости. Думаем над разными форматами продвижения — от банальных баннеров до совместных прямых эфиров или интерактивных квизов. Хотим что-то нестандартное, что реально зацепит аудиторию. Есть у вас опыт подобных проектов? Готовы обсудить и придумать что-то интересное вместе!",Сотрудничество_и_реклама
задержали зарплату нечем платить,Кредиты_и_ипотеки
"Привет! Мы агентство контент-маркетинга и предлагаем вам сотрудничество: мы пишем для вас качественный контент на постоянной основе, вы размещаете наш рекламный блок в нескольких материалах. Стандартная схема, но работает хорошо. Обсудим?",Сотрудничество_и_реклама
"Слышал, что можно взять кредитные каникулы на 6 месяцев по закону. У меня ИП, подхожу ли я?",Кредиты_и_ипотеки
не запускается клиент,Гейминг_и_донат
"При каждом входе в матч игра вылетает на моменте загрузки карты. Переустановка не помогла, система требования соответствует.",Гейминг_и_донат
Новая швейная машинка пропускает стежки через каждые несколько сантиметров. Нити правильно заправлены — дело в технике.,Качество_товара_или_услуги
"Привет! Мы — команда молодых дизайнеров, запустили свой бренд одежды буквально несколько месяцев назад. Очень хотим заявить о себе, но бюджеты пока скромные. Слышали, что у вас можно договориться о бартере: мы даём вам нашу одежду, вы рассказываете о нас своей аудитории. Это реально? Как вообще выглядит процесс такого сотрудничества? Напишите, очень интересно!",Сотрудничество_и_реклама
"хочу начать инвестировать, с чего лучше стартовать новичку?",Вклады_и_инвестиции
"Добрый день. Хочу сообщить о проблеме, которая возникла после установки вашего программного обеспечения. Я приобрёл лицензию на бухгалтерскую программу для малого бизнеса. После установки выяснилось, что модуль формирования отчётности не работает корректно: при попытке сформировать декларацию программа зависает и закрывается с ошибкой. Я обратился в техподдержку, прошёл несколько итераций переустановки и настройки, но проблема воспроизводится стабильно. Наш бухгалтер не может использовать программу по назначению, хотя лицензия оплачена в полном объёме. Прошу либо исправить ошибку в ближайшее время, либо расторгнуть договор и вернуть деньги.",Качество_товара_или_услуги
Представляю ассоциацию малого бизнеса нашего региона. Мы ищем медиапартнёров для освещения деятельности наших членов и продвижения инициатив в поддержку предпринимательства. Возможно ли некоммерческое партнёрство или публикации на льготных условиях?,Сотрудничество_и_реклама
"Добрый день! Я руководитель отдела маркетинга в компании, которая производит корпоративные подарки. Предновогодний сезон уже близко, и мы хотим запустить рекламную кампанию. Интересует охват корпоративных покупателей. Пожалуйста, пришлите актуальный медиакит.",Сотрудничество_и_реклама
лагает всё,Гейминг_и_донат
"Прошу разобраться с ситуацией. Мне 35 лет, работаю на государственной службе, доход стабильный, кредитная история чистая. Подал заявку на ипотеку на 3.2 миллиона рублей на 20 лет. Получил отказ. Никаких комментариев банк не дал. Хочу знать причину отказа и что мне нужно исправить для повторной подачи.",Кредиты_и_ипотеки
"Оформил ипотеку на загородный дом, страховщик отказывается страховать объект. Что делать?",Кредиты_и_ипотеки
Сменные картриджи для вашего принтера дают полосатую печать. При этом уровень чернил полный. Явный дефект картриджа.,Качество_товара_или_услуги
ставка 6.5% по льготной ипотеке,Кредиты_и_ипотеки
"Добрый день! Я директор по развитию в компании, которая производит профессиональное кухонное оборудование. Хотим выйти на аудиторию рестораторов и шеф-поваров. Как можно организовать точечное рекламное размещение с охватом профессиональной кухонной аудитории?",Сотрудничество_и_реклама
"Написал в поддержку 5 дней назад, автоответ пришёл, больше ничего. Вопрос до сих пор не решён. Когда будет ответ?",Гейминг_и_донат
"Можно ли использовать дальневосточную ипотеку для строительства дома, а не покупки готового?",Кредиты_и_ипотеки
"я открыл брокерский счёт, но не понимаю как купить первую акцию — помогите.",Вклады_и_инвестиции
Как разместить нативную рекламу?,Сотрудничество_и_реклама
Изделие разваливается в руках,Качество_товара_или_услуги
"Меня зовут Алексей К., я основатель IT-компании. Хочу предложить вам обмен экспертизой: мы даём вашей редакции бесплатные консультации по digital-стратегии и техническим вопросам, вы публикуете колонку нашего эксперта раз в месяц. Мне кажется, это интересный формат без прямой рекламы, но с пользой для вашей аудитории.",Сотрудничество_и_реклама
заявка на заём отклонена,Кредиты_и_ипотеки
Вернуть деньги за покупку,Гейминг_и_донат
"Взял пробник вашего корма для собак — животное отказалось есть, хотя обычно ест всё. Состав и запах вызывают вопросы.",Качество_товара_или_услуги
"Купил гемов, нет",Гейминг_и_донат
купить облигации банка,Вклады_и_инвестиции
"Пишу как довольно опытный инвестор. Держу у вас брокерский счёт и ИИС. Хочу уточнить несколько технических моментов. Во-первых, есть ли у вас возможность маржинального кредитования на брокерском счёте и какова ставка? Во-вторых, поддерживает ли ваша платформа выставление стоп-лоссов и тейк-профитов по акциям? И наконец — можно ли на ИИС торговать валютой или только ценными бумагами?",Вклады_и_инвестиции
Вещь не соответствует фото,Качество_товара_или_услуги
ДАЙТЕ МНЕ КРЕДИТ ПОЖАЛУЙСТА,Кредиты_и_ипотеки
"залип на калькуляторе ипотеки, итого переплата за 20 лет — это же в 2 раза больше квартиры 😱",Кредиты_и_ипотеки
Интересует ли вас совместная акция? Мы можем предложить скидки нашим клиентам на ваши услуги.,Сотрудничество_и_реклама
Задание не засчиталось,Гейминг_и_донат
"Хочу рассказать о своём крайне неприятном опыте. Около двух месяцев назад я приобрёл у вас электрическую зубную щётку за весьма значительную сумму. В первые дни она работала нормально, однако примерно через три недели режим интенсивной чистки перестал включаться. Я обратился в сервисный центр, где мне сказали, что это производственный дефект и щётку заменят. Замена заняла больше трёх недель, и когда мне вернули прибор — снова тот же самый дефект. Я считаю, что изначально товар был выпущен с систематическим браком, и прошу провести проверку партии.",Качество_товара_или_услуги
"Приобрёл у вас б/у автомобиль. Через неделю выяснилось, что реальный пробег значительно превышает заявленный при продаже.",Качество_товара_или_услуги
"Участвовал в турнире, занял призовое место, но внутриигровое вознаграждение не было зачислено. Есть скриншот с результатами.",Гейминг_и_донат
"Добрый день. Я являюсь клиентом вашего банка с 2015 года, за это время пользовался депозитами, картами и брал кредиты, всегда погашал в срок. Сейчас хочу взять ипотеку, и мне важно понять: учитывается ли история взаимоотношений с банком при принятии решения и предусмотрены ли какие-то преференции для лояльных клиентов?",Кредиты_и_ипотеки
"Здравствуйте! Хочу предложить вам партнёрство. У меня есть телеграм-канал по личным финансам, около 15 тысяч живых подписчиков с хорошей вовлечённостью. Ищу бренды для долгосрочного сотрудничества, не разовых интеграций. Готов создавать честный, полезный контент без агрессивной рекламы. Если ваш продукт подходит моей аудитории — напишите, обсудим условия.",Сотрудничество_и_реклама
Продукт не работает,Качество_товара_или_услуги
"Объясните простыми словами: что произойдёт с моим вкладом, если у банка отзовут лицензию? Читал, что АСВ выплачивает страховку — но как долго это занимает? Я могу вообще потерять доступ к деньгам на несколько месяцев?",Вклады_и_инвестиции
Подключился к вашей облачной бухгалтерии. Данные синхронизируются с задержкой в несколько часов — это критично для работы.,Качество_товара_или_услуги
военная ипотека оформить,Кредиты_и_ипотеки
"Мне одобрили кредит, но не объяснили зачем нужна страховка, отключите её.",Кредиты_и_ипотеки
Добрый день! Наша компания занимается корпоративным питанием. В связи с ростом числа удалённых сотрудников мы запускаем новый сервис доставки обедов в офисы. Хотим донести информацию до HR-специалистов и руководителей компаний. Есть ли у вас возможность точечной работы с такой аудиторией?,Сотрудничество_и_реклама
Предлагаем партнёрство на взаимовыгодных условиях. Готовы обсудить детали при удобном для вас случае.,Сотрудничество_и_реклама
"Купил кроссовки, через неделю подошва начала отходить от носка. Явный брак клея или швов.",Качество_товара_или_услуги
баг в магазине,Гейминг_и_донат
Могу ли я взять ипотеку на коммерческую недвижимость как физическое лицо?,Кредиты_и_ипотеки
ПОЧЕМУ МНЕ ОТКАЗАЛИ В КРЕДИТЕ??? Я РАБОТАЮ ОФИЦИАЛЬНО УЖЕ 7 ЛЕТ ЗАРПЛАТА БЕЛАЯ НИКАКИХ ДОЛГОВ НЕТ. ЭТО ВООБЩЕ НОРМАЛЬНО??,Кредиты_и_ипотеки
Изделие плохого качества,Качество_товара_или_услуги
"Полный брак, разочарован",Качество_товара_или_услуги
"Планирую инвестировать в недвижимость, хочу взять ипотеку на инвестиционную квартиру. Отличаются ли условия?",Кредиты_и_ипотеки
"Здравствуйте! Я руководитель небольшой команды, которая делает онлайн-курсы по рисованию. Наши курсы уже прошли более двух тысяч учеников, и отзывы очень хорошие. Хотим масштабироваться и ищем партнёров для продвижения. Думаю, совместный мастер-класс или конкурс рисунков был бы интересен вашей аудитории. Открыты к любым форматам!",Сотрудничество_и_реклама
Новый диван сразу начал деформироваться в районе сиденья. Пенный наполнитель явно низкого качества.,Качество_товара_или_услуги
"Настоящим информирую о факте поставки продукции, не соответствующей требованиям ГОСТ, что подтверждено результатами независимой экспертизы.",Качество_товара_или_услуги
"Не знаю, куда ещё писать. Купленный у вас нож затупился после второго использования. Ерунда какая-то, а не качество.",Качество_товара_или_услуги
"Приходил мастер по ремонту стиральной машины. Взял оплату, ушёл. Машина продолжает течь точно так же как и до ремонта.",Качество_товара_или_услуги
"Подскажите, как связаться с живым оператором? Бот в чате не понимает мой вопрос и постоянно предлагает нерелевантные статьи.",Гейминг_и_донат
хочу узнать про ИИС для получения вычета,Вклады_и_инвестиции
"После покупки сезонного контента некоторые карты оказались недоступны. В описании было указано, что они входят в набор.",Гейминг_и_донат
ипотека с плохой историей,Кредиты_и_ипотеки
Читер в матче,Гейминг_и_донат
Обращаюсь по вопросу использования материнского капитала. Мы хотим направить средства МСК на досрочное погашение ипотеки. У нас трое детей. Нужно ли выделять доли детям сразу или можно сделать это после погашения? Какие документы требуются от банка для Пенсионного фонда?,Кредиты_и_ипотеки
"Случайно удалил персонажа, на которого потратил много времени и средств. Возможно ли восстановление через службу поддержки?",Гейминг_и_донат
"Добрый день. Я гражданин России, но постоянно проживаю в другой стране. Имею вид на жительство там. Могу ли я, как нерезидент, оформить ипотеку на недвижимость в России? Планирую приобрести квартиру в Москве для сдачи в аренду и периодического проживания во время визитов.",Кредиты_и_ипотеки
взять ипотеку без справок,Кредиты_и_ипотеки
"Мне посоветовали посмотреть на паевые инвестиционные фонды как альтернативу вкладу. Я понимаю, что это рискованнее, но интереснее. У вас есть собственные ПИФы? Какова комиссия за управление и как часто можно покупать и продавать паи? Есть ли минимальный срок владения?",Вклады_и_инвестиции
займ на автомобиль,Кредиты_и_ипотеки
"При пополнении кошелька приложение постоянно возвращает ошибку 'сессия истекла', хотя я только что вошёл в систему.",Гейминг_и_донат
прокачал персонажа до максимума потратил кучу донатов и тут оп — всё обнулилось. просто замечательно. спасибо большое,Гейминг_и_донат
"Добрый день. Обращаюсь по поводу обезличенного металлического счёта. Три года назад открыл ОМС на золото, сейчас хочу продать. Подскажите: по какому курсу вы производите выкуп — по биржевому или по внутреннему курсу банка? Есть ли разница между курсом покупки и продажи? И нужно ли мне платить НДФЛ с полученной прибыли?",Вклады_и_инвестиции
"Уважаемая команда поддержки. Хочу сообщить о критической ошибке в системе оплаты. При покупке набора за 999 рублей система сначала показала ошибку и предложила повторить попытку. Я нажал повторно — опять ошибка. В итоге зашёл через час, всё купил нормально. Но потом открыл банковское приложение и увидел, что деньги списывались три раза: первые два раза — за 'неудавшиеся' попытки и третий раз — за успешную. Прошу вернуть 1998 рублей за ошибочные списания.",Гейминг_и_донат
ИИС открл в прошлом году вычет когда придет,Вклады_и_инвестиции
"Ребят, я владелец небольшого барбершопа, хочу привлечь новых клиентов. Слышал, что у вас можно договориться о рекламе. Бюджеты у меня скромные, но готов предложить бесплатные стрижки вашим сотрудникам в обмен на пост или упоминание. Смешно звучит, но вдруг зайдёт?) Если нет — тоже скажите, обсудим другие варианты.",Сотрудничество_и_реклама
"Я в шоке от вашего «фирменного» сервиса. Мастер нагрубил, работу сделал кое-как, и ещё требовал чаевые. Это вообще нормально?",Качество_товара_или_услуги
"Добрый вечер. Хочу уточнить: при покупке набора 'Старт' мне должны были выдать эксклюзивный персонаж. На странице акции это чётко указано. Набор куплен, персонаж не выдан. Когда это будет исправлено?",Гейминг_и_донат
Брендированный контент?,Сотрудничество_и_реклама
ипотека для ИП,Кредиты_и_ипотеки
"Здравствуйте, обращаюсь с просьбой о помощи. Играю на ПК через Steam. Несколько дней назад начались странные вещи: игра запускается, но сразу после загрузки главного меню вылетает. В журнале ошибок нашёл код Exception 0xc0000005. Гуглил — разные советы, ничего не помогло. Переустановил игру, обновил все драйверы, проверил системные файлы — безрезультатно. Система: Windows 11, видеокарта 3060, 16 гб оперативной памяти. Все требования выполнены с запасом. Прошу помочь с решением.",Гейминг_и_донат
ИИС тип А или Б,Вклады_и_инвестиции
"Добрый день. Пишу по поводу проблемы с реферальной программой. Три недели назад я пригласил в игру четырёх друзей по своей реферальной ссылке. Все четверо зарегистрировались, двое из них уже достигли 20-го уровня, что является условием для получения награды. По условиям программы я должен был получить по 500 монет за каждого такого игрока. Итого 1000 монет. Но в кошельке до сих пор ноль. Я три раза писал в чат поддержки, каждый раз мне говорили 'начислим в течение 24 часов', но этого не происходит. Прошу разобраться и начислить обещанное вознаграждение.",Гейминг_и_донат
"Здравствуйте. Представляю производителя профессиональных инструментов для строителей. Хотим выйти на аудиторию мастеров и прорабов. Есть ли у вас специализированные площадки или форматы, ориентированные на строительную тематику?",Сотрудничество_и_реклама
